TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target
-0.9748466220104439,1.429425705340215,-0.5534743500557517,-0.20641650383036272,-0.0011523987040199914,1
0.2698116952953105,1.3167221629588823,0.30836659715653825,-0.20641650383036272,2.229464812550672,2
-0.5892310947380273,-1.4445146253837717,-0.9125747447275393,-0.20641650383036272,-1.0304295086415276,3
-0.3891715595996373,-1.0500522270491068,-1.3578592341205558,-0.20641650383036272,0.8906223947693029,3
-0.9770462114708213,0.0025111656829474496,1.1271154970082138,-0.20641650383036272,0.5966206124733378,1
-0.7065654450150353,-1.5008663965744382,0.7536510865495547,-0.20641650383036272,-1.1183132521920307,3
-0.9989390003186402,-0.4301827439517764,0.2796385655827952,-0.20641650383036272,2.1153890459788207,3
-0.43412566919610085,1.2603703917682159,2.4629689651872635,-0.20641650383036272,-0.5986106825290087,1
-0.658174476886732,0.35874205271755333,-0.4816542711213943,-0.20641650383036272,1.0263369566827345,1
1.7810671289158717,0.5841491374802189,0.006722265632236725,-0.20641650383036272,-1.0563480800288498,2
-0.9621646140279552,0.41509382390821975,-0.8694826973669249,-0.20641650383036272,0.6405070200020655,1
-0.37020010050388197,-1.331811083002439,0.7680151023364262,-0.20641650383036272,-0.925573705654656,3
0.6763233224413124,-1.1627557694304398,-0.12255387644960677,-0.20641650383036272,-0.9020439664664639,3
1.6635265671269535,-1.0500522270491068,0.049814312992851224,-0.20641650383036272,-1.2710308303305884,0
-0.44935095249215073,-1.5008663965744382,0.20781848664843772,-0.20641650383036272,-1.242591860391916,3
0.5764138449207318,-0.48653451514244284,0.13599840771408023,-0.20641650383036272,-0.42594919323335073,3
0.8869340132724504,-1.4445146253837717,0.5525548655333538,-0.20641650383036272,-1.0281309670762737,3
0.6708587173756874,-0.31747920157044357,1.6442200653355878,-0.20641650383036272,-0.0017302587608289501,2
-0.9590714413492994,0.8095562222428846,-0.1943739553839643,-0.20641650383036272,0.73050098465288,1
-0.7776053108681623,-1.5008663965744382,0.7105590391889403,-0.20641650383036272,0.37455466805290566,3
-0.8193975106153334,1.4857774765308815,-1.1711270288912263,-0.20641650383036272,0.1636099499936505,1
-0.7284926024481728,-0.37383097276111,-0.3811061606132938,-0.20641650383036272,1.0395064905667082,3
-0.8438679433620322,-0.31747920157044357,0.006722265632236725,-0.20641650383036272,0.9953259935447831,3
0.16533119592738296,-1.2754593118117725,0.3227306129434097,3.158553104006438,-0.9581583055544537,3
-0.5230715680001128,-1.331811083002439,-0.33801411325267927,-0.20641650383036272,-0.8218297673306625,3
-0.997529888320586,1.1476668493868831,2.2475087283841906,-0.20641650383036272,-0.3823181792118736,1
-0.17460848145688357,-1.219107540621106,0.5525548655333538,6.523522711843238,-1.1462594932429773,3
-0.884697822720288,-0.4301827439517764,-0.3523781290395508,-0.20641650383036272,-0.6269155063830646,3
-0.5852443388410933,-0.03572034561711155,1.1127514812213422,-0.20641650383036272,-0.8628217151105521,1
-0.8302236149906284,-0.9937004558584405,2.3480568388922913,-0.20641650383036272,-0.9712659258609116,3
-0.925974493687683,0.8095562222428846,-1.4296793130549132,-0.20641650383036272,0.830104452480541,1
-0.8200848823217013,-0.8809969134771077,1.9745924284336323,-0.20641650383036272,1.2142704617654878,3
