TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target,PreviousTransactionDate,TransactionType,Location,Channel,CustomerOccupation,TransactionDate
-0.9705457776964133,1.4198617381496486,-0.5483933775337999,-0.2046294076264745,-0.0003151297671230473,1,2023-04-11 16:29:14,1,36,0,0,2024-11-04 8:08:08
0.2689630980830924,1.307715254857371,0.3079597138762569,-0.2046294076264745,2.2183807457903577,2,2023-06-27 16:44:19,1,15,0,0,2024-11-04 8:09:35
-0.5865256317280008,-1.439873585803431,-0.9052071656213235,-0.2046294076264745,-1.0240913595486316,3,2023-07-10 18:16:08,1,23,2,3,2024-11-04 8:07:04
-0.3872937895103424,-1.0473608942804593,-1.347656262849853,-0.2046294076264745,0.8866936524759148,3,2023-05-05 16:32:11,1,33,2,3,2024-11-04 8:09:06
-0.9727362669425789,1.0295676798429399e-16,1.1214951507158109,-0.2046294076264745,0.5942631366099963,1,2023-10-16 17:51:24,0,1,2,3,2024-11-04 8:06:39
-0.7033745424531488,-1.4959468274495697,0.7504088111047863,-0.2046294076264745,-1.111505416232241,3,2023-04-03 17:15:01,1,28,0,3,2024-11-04 8:06:36
-0.9945384802208211,-0.4305552361729324,0.27941461082925506,-0.2046294076264745,2.1049146470276483,3,2023-02-15 16:36:48,0,39,0,0,2024-11-04 8:10:09
-0.43206191347885253,1.251642013211232,2.448842442401399,-0.2046294076264745,-0.5945803508242731,1,2023-05-08 17:47:59,0,16,1,2,2024-11-04 8:10:55
-0.6551837790375048,0.35447014687301104,-0.47703061991629514,-0.2046294076264745,1.0216828999591487,1,2023-03-21 16:59:46,0,11,1,1,2024-11-04 8:11:14
1.773966115776767,0.5787631134575663,0.008236131882737053,-0.2046294076264745,-1.049871411431692,2,2023-03-31 16:06:57,1,26,0,0,2024-11-04 8:06:32
-0.9579162381364895,0.41054338851914984,-0.8623895110508207,-0.2046294076264745,0.6379149971290198,1,2023-03-14 16:46:10,0,0,2,1,2024-11-04 8:06:45
-0.36840081976216377,-1.3277271025111534,0.7646813626282872,-0.2046294076264745,-0.9197959490938808,3,2023-02-06 17:30:00,1,22,2,3,2024-11-04 8:07:12
0.6737928918900782,-1.159507377572737,-0.12021683182877146,-0.2046294076264745,-0.8963919625082934,3,2023-06-07 17:21:28,0,23,1,3,2024-11-04 8:08:38
1.6569118466847907,-1.0473608942804593,0.051053786453239894,-0.2046294076264745,-1.2634068088295642,0,2023-11-20 16:39:15,1,22,0,3,2024-11-04 8:07:06
-0.4472242062296552,-1.4959468274495697,0.20805185321175032,-0.2046294076264745,-1.235119828441502,3,2023-02-13 16:53:57,1,21,2,3,2024-11-04 8:10:09
0.5742967631618986,-0.4866284778190712,0.13668909559424558,-0.2046294076264745,-0.4228416355328183,3,2023-12-12 16:23:31,1,10,0,1,2024-11-04 8:12:19
0.8835322372104373,-1.439873585803431,0.550593089775773,-0.2046294076264745,-1.021805102334756,3,2023-10-30 16:52:49,0,2,1,3,2024-11-04 8:07:35
0.6683508951691355,-0.31840875288065473,1.635307005561845,-0.2046294076264745,-0.0008899015021489268,2,2023-12-14 18:32:14,1,8,2,1,2024-11-04 8:11:51
-0.954835862634069,0.8030560800421215,-0.1915795894462762,-0.2046294076264745,0.7274279970235721,1,2023-02-21 16:56:50,0,0,1,2,2024-11-04 8:12:01
-0.7741204998254043,-1.4959468274495697,0.7075911565342834,-0.2046294076264745,0.37338400391906984,3,2023-06-08 18:18:50,0,8,2,3,2024-11-04 8:09:20
-0.8157397955025515,1.4759349797957872,-1.1621130930443406,-0.2046294076264745,0.16356666118214688,1,2023-02-28 16:36:58,1,20,1,2,2024-11-04 8:09:24
-0.7252109821258625,-0.37448199452679354,-0.3771227592517885,-0.2046294076264745,1.0347820504382,3,2023-08-11 18:31:31,1,19,1,0,2024-11-04 8:08:13
-0.8401089883661441,-0.31840875288065473,0.008236131882737053,-0.2046294076264745,0.9908376721611724,3,2023-06-06 18:54:15,1,1,2,1,2024-11-04 8:07:01
0.16491485889022478,-1.2716538608650145,0.32223226539975786,3.1603875177866594,-0.9522064034917048,3,2023-05-02 18:25:46,1,13,2,3,2024-11-04 8:07:04
-0.5206398223706753,-1.3277271025111534,-0.33430510468128566,-0.2046294076264745,-0.8166064610400058,3,2023-03-02 16:43:56,1,33,2,3,2024-11-04 8:07:09
-0.9931351980474963,1.1394955299189544,2.234754169548885,-0.2046294076264745,-0.37944380359311447,1,2023-10-20 17:53:13,0,15,2,2,2024-11-04 8:09:44
-0.17361840882577925,-1.2155806192188758,0.550593089775773,6.525404443199792,-1.1393023010783838,3,2023-04-17 16:37:01,1,24,0,3,2024-11-04 8:11:38
-0.8807699449980937,-0.4305552361729324,-0.34857765620478665,-0.2046294076264745,-0.6227339020595613,3,2023-03-29 16:42:38,1,25,1,1,2024-11-04 8:11:59
-0.5825553699693257,-0.03804254464996068,1.10722259919231,-0.2046294076264745,-0.8573793309934081,1,2023-01-24 16:18:32,1,19,2,0,2024-11-04 8:11:22
-0.8265211097610229,-0.9912876526343205,2.3346620302133916,-0.2046294076264745,-0.9652439712848602,3,2023-09-20 16:55:42,1,11,1,3,2024-11-04 8:08:30
-0.9218758447581705,0.8030560800421215,-1.4190190204673576,-0.2046294076264745,0.8264991429581763,1,2023-07-17 17:49:22,0,24,2,0,2024-11-04 8:09:17
-0.8164243233919781,-0.8791411693420429,1.9635756906023667,-0.2046294076264745,1.2086120111048604,3,2023-02-06 16:24:24,1,3,0,0,2024-11-04 8:06:58
0.3381346413096664,0.24232366358073337,0.6933186050107825,3.1603875177866594,1.1743592080206586,2,2023-09-25 16:26:00,1,27,0,1,2024-11-04 8:11:13
1.985656365581992,-1.2716538608650145,0.4364126775877655,-0.2046294076264745,-1.2096990088928328,0,2023-03-13 17:23:24,1,20,2,3,2024-11-04 8:07:50
